,text,place,long,lat,clean_text,GPE,FAC,ORG,LOC
1500, Today i visited winery called Taman Ayu built by American architect who loves Balinese… https://t.co/iahiZStl4j, Napa; CA,-122.3014926,38.30036079, Today i visited winery called Taman Ayu built by American architect who loves Balinese,[],[Taman Ayu],[],[]
1501,"when 400,000 people come to your show, you know you are an effing beast of a band",61f1d75eb5064808,-122.13940900000001,37.725336,"when 400,000 people come to your show, you know you are an effing beast of a band",[],[],[],[]
1502,Ihop before my test,6a71821001635bbd,-122.465402,37.69335,Ihop before my test,[],[],[],[]
1503,First day of work,bae100a1ab853e56,-121.032598,37.322906,First day of work,[],[],[],[]
1504,Please tell me what female gone finger a straight niggas ass smhhh and what straight nigga gone let a bitch do it ????? Let me know,61f1d75eb5064808,-122.14988100000001,37.722037,Please tell me what female gone finger a straight niggas ass smhhh and what straight nigga gone let a bitch do it ????? Let me know,[],[],[],[]
1505,For some reason I always have to check my Twitter before falling asleep:),676c3e6a1e0642db,-120.598275,37.358101,For some reason I always have to check my Twitter before falling asleep:,[],[],[],[]
1506,I'm so in love with food rn. 😛,746cc5651750e057,-122.431794,37.64523,Im so in love with food rn. ,[],[],[],[]
1507,"""Help! I can’t hold my breathe much longer."" (South Beach, D6, reported with @snapcrapsf) https://t.co/LRcliDxOt8 https://t.co/wZsiCpQ1bt","South of Market, San Francisco",-122.3926122,37.7815024,"Help! I cant hold my breathe much longer. South Beach, D6, reported with at snapcrapsf","[South Beach, D6]",[],[],[]
1508,I absolutely ♥️ Rudy. He just makes you smile. #sytycd #SYTYCDbroadway,5a110d312052166f,-122.43910100000001,37.772888,I absolutely  Rudy. He just makes you smile. sytycd SYTYCDbroadway,[],[],[],[]
1509,Headin to frisco,5ecbd073f39c00fa,-122.094679,37.623490999999994,Headin to frisco,[frisco],[],[],[]
1510,"Grooming by Christina Flach 
Agent kernrepresents            model @scout_agency justin_i_smith 
Client @markandgraham 
Stylist carorooneystyling 
Photography by @uriefran 
Thank you… https://t.co/175iqRLmHu","San Francisco, CA",-122.419,37.7793,Grooming by Christina Flach Agent kernrepresents            model at scoutagency justinismith Client at markandgraham Stylist carorooneystyling Photography by at uriefran Thank you,[],[],[],[]
1511,Ugh I don't feel good 😞,61f1d75eb5064808,-122.137235,37.721709000000004,Ugh I dont feel good ,[],[],[],[]
1512, #FML @ The City of South San Francisco https://t.co/oD8KXG3N5y, South San Francisco; CA,-122.41264209999999,37.6558631, FML at  The City of South San Francisco,[The City of South San Francisco],[],[],[]
1513,"A 1.2 magnitude earthquake occurred 6.21mi E of Alum Rock, CA. Details: https://t.co/3KV0Y5sKoN Map: https://t.co/CDmyjNeWQn",,-121.7183304,37.351001700000005,"A 1.2 magnitude earthquake occurred 6.21mi E of Alum Rock, CA. Details: Map:","[Alum Rock, CA]",[],[],[]
1514,Idk which username to use 😩😩,7d62cffe6f98f349,-121.97455500000001,37.303819,Idk which username to use ,[],[],[],[]
1515,@WanderinPoet @VeraVonMonika @robindavidman @StevieBoylan @tripletsfan19 This and Under Pressure! My 2 fave Mercury songs.,fbd6d2f5a4e4a15e,-120.871001,37.616762,at WanderinPoet at VeraVonMonika at robindavidman at StevieBoylan at tripletsfan19 This and Under Pressure! My 2 fave Mercury songs.,[],[],[Mercury],[]
1516," In the lab w/@cutso, writing w/the spirit of a #Lion. 🦁 @ Japantown https://t.co/8jLgtDDoRU", San Jose; CA,-121.8943163,37.3490855," In the lab wat cutso, writing wthe spirit of a Lion.  at  Japantown",[],[],[],[]
1517,@eVangelism1611 hi nice to meet you have a blessed day,6da7626e4e9e26ba,-122.049525,38.266507,at eVangelism1611 hi nice to meet you have a blessed day,[],[],[],[]
1518,"Things I would say to my therapist if I had one.
•
#Repost dan_cretu
・・・
#dancretu @ Kenny… https://t.co/kbBfUMNn5g",,-122.26751000000002,37.806909999999995,Things I would say to my therapist if I had one.Repost dancretudancretu at  Kenny,[],[],[],[]
1519,Love is in the air!! 💕💙💗🌸🌺💐 #valentinesday #nails #vetro #nailart #gel #siliconvalley #gelnails… https://t.co/y6veJ1hmRv,,-121.95078000000001,37.34512,Love is in the air!!  valentinesday nails vetro nailart gel siliconvalley gelnails,[],[],[],[]
1520,Really nice. Excellent. - Drinking a Hopocalypse Black Label (2018) by @DrakesBeer at @the_lucky_13  — https://t.co/csg2om0MDC,,-122.244,37.7627,Really nice. Excellent. - Drinking a Hopocalypse Black Label 2018 by at DrakesBeer at at thelucky13  ,[],[],[],[]
1521,Porter College Night is happening TODAY WEDS FEB 7 🎉🎉 Porter/Kresge Dining Hall will close at… https://t.co/9kSD3HsgI5,"Santa Cruz, CA",-122.0659082,36.99432945,Porter College Night is happening TODAY WEDS FEB 7  PorterKresge Dining Hall will close at,[],[PorterKresge Dining Hall],[],[]
1522,struggle,ab2f2fac83aa388d,-122.22603799999999,37.773025,struggle,[],[],[],[]
1523,#Celebrating #Ramadan a #beautiful evening at cityhall_sanfrancisco with Mayor @londonbreed 倫敦．布里德 @ City Hall https://t.co/Bdf0yJHICq,"San Francisco, CA",-122.41922,37.77929,Celebrating Ramadan a beautiful evening at cityhallsanfrancisco with Mayor at londonbreed 倫敦布里德 at  City Hall,[],[],[],[]
1524,"Holy shit, you ain't got no arms 😂😂😂😂😂 #BlueMountainState",ccb1d10a24cf562a,-122.17498300000001,38.076648999999996,"Holy shit, you aint got no arms  BlueMountainState",[],[],[],[]
1525,My uncle js said we living in the days if faggot &amp; gamorrah  😩 iCANT ❗️❗️❗️,7d62cffe6f98f349,-121.81776200000002,37.268836,My uncle js said we living in the days if faggot amp; gamorrah   iCANT ,[],[],[],[]
1526, Up to 69% Off at Rohnert Park Community Acupuncture https://t.co/v4fEn0cSKd, Rohnert Park; CA,-122.708,38.3501, Up to 69 Off at Rohnert Park Community Acupuncture,[],[],[Rohnert Park Community Acupuncture],[]
1527,#Citrine is helping me decompress after a very busy day. #MuttvilleSF #adoptvintagelove… https://t.co/SdI4ywXXwZ,,-122.41197,37.76582,Citrine is helping me decompress after a very busy day. MuttvilleSF adoptvintagelove,[],[],[],[]
1528,Working :) @ Phoenix Noodle House http://t.co/kHw7iUS9uE,e41805d7248dbf1e,-120.995306,37.640458,Working : at  Phoenix Noodle House,[],[],[Phoenix Noodle House],[]
1529,😂 how can you not have a bestfriend that shit is weird ..,6ef29a7e78ca38a5,-121.90312800000001,37.4172, how can you not have a bestfriend that shit is weird ..,[],[],[],[]
1530,@lesandrarivas my middle finger 😂😂😂😂,ebd427773b31cb21,-121.882499,38.017058,at lesandrarivas my middle finger ,[],[],[],[]
1531,never go 5 hour shift with no sleep and no break 😥,fbd6d2f5a4e4a15e,-121.605934,37.008955,never go 5 hour shift with no sleep and no break ,[],[],[],[]
1533,@cesar_bul4 @ForresterGump thats what im saying 😒😂😂😂😂,8004d2bebcc13e8c,-122.036249,37.952676000000004,at cesarbul4 at ForresterGump thats what im saying ,[],[],[],[]
1534,"We are open Friday, Saturday and Sunday this weekend! @ Holy Cow Nightclub https://t.co/1Q06KGUAMI",,-122.4144221,37.7713373,"We are open Friday, Saturday and Sunday this weekend! at  Holy Cow Nightclub",[],[],[Holy Cow Nightclub],[]
1535,Startup Unicorns Are Rare. This Study Suggests They Should Be Even Rarer https://t.co/M4mBWsU49T #tech #business,,-122.39711000000001,37.793372,Startup Unicorns Are Rare. This Study Suggests They Should Be Even Rarer tech business,[],[],[],[]
1536, How can one NOT SEE What A piece of human waste Trump is doing by LYING-MAKING UP LIES of HRC. to win WH This IS our lives NOT Reality show!, California; USA,-122.7416841,38.348262899999995, How can one NOT SEE What A piece of human waste Trump is doing by LYING-MAKING UP LIES of HRC. to win WH This IS our lives NOT Reality show!,[],[],[],[]
1537,"Stream, share ,download my new album #masterofduality spotify https://t.co/1HbpzAwNel  #weedmusic #nogimmicks #NowPlaying #oakland… https://t.co/oEHhXi8bdm","Oakland, CA",-122.2721,37.8029,"Stream, share ,download my new album masterofduality spotify  weedmusic nogimmicks NowPlaying oakland",[],[],[],[]
1538,🚀🌚🚀🌚🚀🌚🚀 @camerondallas  #CallMeCam  #CallMeCam  #CallMeCam  #CallMeCam  Please love? It would mean so much to me xx 🚀🌚🚀🌚🚀🌚🚀 x45,5a110d312052166f,-122.48651699999999,37.746493, at camerondallas  CallMeCam  CallMeCam  CallMeCam  CallMeCam  Please love? It would mean so much to me xx  x45,[],[],[],[]
1539,".@AltamontBW Malty, herbal, spices. Delicious!!! - Drinking a Mr. Bigglesworth ESB by @AltamontBW @ Altamont Beer W… https://t.co/041CGx3EMI","Livermore, CA",-121.72,37.6759,".at AltamontBW Malty, herbal, spices. Delicious!!! - Drinking a Mr. Bigglesworth ESB by at AltamontBW at  Altamont Beer W",[],[],"[AltamontBW, AltamontBW]",[]
1540,When we weren’t being celebrated we created a week that turned into a month! Yes it’s everyday… https://t.co/LWEjeJorkb,,-122.271,37.8044,When we werent being celebrated we created a week that turned into a month! Yes its everyday,[],[],[],[]
1541, MANY know of PAY IT FORWARD Trump NEEDS to~NON-STOP get Reminders Of  ALL HIS LIES HEs told the American PPL &amp; Hold HIM Accountable~STOP NOW, California; USA,-122.76347040000002,38.35547612, MANY know of PAY IT FORWARD Trump NEEDS toNON-STOP get Reminders Of  ALL HIS LIES HEs told the American PPL amp; Hold HIM AccountableSTOP NOW,[],[],[],[]
1542,#latepost Amazing Three partner work out this morning with some of my favs @jennlwright & Mrs.… https://t.co/lLbD8X7J3T,,-121.73706240000001,37.94602105,latepost Amazing Three partner work out this morning with some of my favs at jennlwright  Mrs.,[],[],[],[]
1543,Hiking with my ❤️girlfriend❤️pittiecent #🐾 #🍺 @ John McLaren Park https://t.co/y0XPY8AvU5,"San Francisco, CA",-122.419,37.718,Hiking with my girlfriendpittiecent   at  John McLaren Park,[],[John McLaren Park],[],[]
1544,Memberships are still available at Rituals newest location in the Financial District. The… https://t.co/JpE3fE5YJY,,-122.4029,37.7952,Memberships are still available at Rituals newest location in the Financial District. The,[],[],[],[the Financial District]
1545,I feel like I'm going to throw up after  this work out it's been so long 😭,b75eb8ff7e1eb2dc,-121.711532,37.994721999999996,I feel like Im going to throw up after  this work out its been so long ,[],[],[],[]
1546," Don't sleep on this deal💯 Now thru the end of the month, all graphics are half off😁😎🙌 hit me up… https://t.co/CTzTSCvTfX", Oakland; CA,-122.271,37.8044," Dont sleep on this deal Now thru the end of the month, all graphics are half off hit me up",[],[],[],[]
1547,"🚨 Sold in 22 days‼️🚨 
•
•
1123 Albans Ct, Antioch | 3 Bed, 2 Bath | 1,652 Sq. Ft. | Charming Neighborhood | Near Schools & Parks | Minutes from Shopping & Dining | Short distance to New E-Bart Extension… https://t.co/h8qSxppEOs","Antioch, CA",-121.802,37.9924," Sold in 22 days 1123 Albans Ct, Antioch  3 Bed, 2 Bath  1,652 Sq. Ft.  Charming Neighborhood  Near Schools  Parks  Minutes from Shopping  Dining  Short distance to New E-Bart Extension",[Antioch],[New E-Bart Extension],[],"[1123 Albans Ct,]"
1548," Happy birthday mama! 💖 @ San Carlos, California https://t.co/4oKpOmTFbL", San Carlos; CA,-122.26333329999999,37.49916667," Happy birthday mama!  at  San Carlos, California","[San Carlos, California]",[],[],[]
1549, One more feather in the cap!! Yay! Proud to announce @timsi_malhotra is now a part of… https://t.co/C31FX4sQcq, Foster City; CA,-122.27113,37.56256, One more feather in the cap!! Yay! Proud to announce at timsimalhotra is now a part of,[],[],[],[]
1550,Palace of Fine Arts at sunset @ Palace of Fine Arts https://t.co/GQSDF01Nhi,,-122.448333,37.802778,Palace of Fine Arts at sunset at  Palace of Fine Arts,[],[Palace of Fine Arts],[],[]
1551,#hashtag @twitter http://t.co/BEI8fmmMeg,5a110d312052166f,-122.419797,37.776537,hashtag at twitter,[],[],[],[]
1552,"Im at Russian River Brewing Company in Santa Rosa, CA https://t.co/tTD8xN9KGc",,-122.7116633,38.44165705,"Im at Russian River Brewing Company in Santa Rosa, CA","[Santa Rosa, CA]",[],[Russian River Brewing Company],[]
1553,https://t.co/r7QEcPgvdq next Saturday will be #EPIC… https://t.co/Gph3Brql0t,,-122.41027,37.79882,next Saturday will be EPIC,[],[],[],[]
1554,"I'm at MUNI Bus Stop - Mission & Silver in San Francisco, CA https://t.co/HotJef1BdX","San Francisco, CA",-122.4313876,37.72871367,"Im at MUNI Bus Stop - Mission  Silver in San Francisco, CA","[San Francisco, CA]",[],[],[]
1555,"Its the perfect time to finally try the V-Steam! 
Single & Side by Side Sessions available!… https://t.co/MdLlRNTiWV",,-122.27006999999999,37.804159999999996,Its the perfect time to finally try the V-Steam! Single  Side by Side Sessions available!,[],[],[],[]
1556, A FLOCK OF CEDAR WAXWINGS CAPTURED A VAPOREON, Noe Valley; San Francisco,-122.43395490000002,37.74944035, A FLOCK OF CEDAR WAXWINGS CAPTURED A VAPOREON,[],[],[],[]
1557,""" your girl ain't loyal """,e41805d7248dbf1e,-120.922025,37.659019, your girl aint loyal ,[],[],[],[]
1558,Just one of those days,3216904d9846ecd3,-120.858186,37.766828000000004,Just one of those days,[],[],[],[]
1559, #leichi #izakaya #resturant #japanese #food #siliconvalley #bayareafood #bayarea @ Leichi… https://t.co/WwHCBrrSBz, Santa Clara; CA,-121.96651000000001,37.32931, leichi izakaya resturant japanese food siliconvalley bayareafood bayarea at  Leichi,[Leichi],[],[],[]
1560,Watching #DocMartin with #fostercat Jules #hangingout #fosteringsaveslives #adoptdontshop… https://t.co/Xd7bvmeJSU,,-122.271,37.8044,Watching DocMartin with fostercat Jules hangingout fosteringsaveslives adoptdontshop,[],[],[],[]
1561,@sundownmotel extremely odd,"Oakland, CA",-122.265698,37.8107658,at sundownmotel extremely odd,[],[],[],[]
1562,@_Baaddu lol you're still too much cuuddddiiieee 😂😂😂😂😂,676c3e6a1e0642db,-120.60026599999999,37.369091,at Baaddu lol youre still too much cuuddddiiieee ,[Baaddu],[],[],[]
1563,@HillaryKlainton http://t.co/ah9n2JbHP4,3216904d9846ecd3,-120.854525,37.763265000000004,at HillaryKlainton,[],[],[],[]
1564," Spin the web, weave the lattice. 🕷🕷🕷#CPmoments @ Ghirardelli Square https://t.co/cG3YMcHvRy", San Francisco; CA,-122.4223524,37.80605071," Spin the web, weave the lattice. CPmoments at  Ghirardelli Square",[],[Ghirardelli Square],[],[]
1565,@Stale_Earnhardt yeah dawg i have 2 now lol i csnt tememebwr if we had roman already last time we talked. But yeah i got a pair lol,,-122.068403,37.682262,at StaleEarnhardt yeah dawg i have 2 now lol i csnt tememebwr if we had roman already last time we talked. But yeah i got a pair lol,[],[],[],[]
1566,@somalianicon @Ummah4Life Jumu'ah time and you don't have time to pray again. It soooo sucks. :-O,712d61ba26321517,-122.26271100000001,38.037786,at somalianicon at Ummah4Life Jumuah time and you dont have time to pray again. It soooo sucks. :-O,[],[],[],[]
1567,@sofiaoliveraaa I c u http://t.co/FPBBQtCy3D,7d62cffe6f98f349,-121.84602,37.330541,at sofiaoliveraaa I c u,[],[],[],[]
1568," We're here so Dave can watch cars go around a track, so I think it's fair that I get to take… https://t.co/Yk7uVRzZbe", California; USA,-122.45456750000001,38.16045049," Were here so Dave can watch cars go around a track, so I think its fair that I get to take",[],[],[],[]
1569,Another good unseasonably warm day beer. Very light with a little bit of hops and bitterness. - Drinking an Althea… https://t.co/7j2HPjYTQu,"Berkeley, CA",-122.302,37.8813,Another good unseasonably warm day beer. Very light with a little bit of hops and bitterness. - Drinking an Althea,[],[],[],[]
1570,5 o'clock in the morning 🎶,5a110d312052166f,-122.42215900000001,37.770990999999995,5 oclock in the morning ,[],[],[],[]
1571,Photo Shoot FAQS-from a top san francisco corporate headshot event and branding photographer and videographer  https://t.co/RNz0ElHTeM,"San Francisco, CA",-122.4911731,37.7330414,Photo Shoot FAQS-from a top san francisco corporate headshot event and branding photographer and videographer ,[san francisco],[],[],[]
1573,"🧘‍♀️ (@ Grace Cathedral in San Francisco, CA) https://t.co/0NJr3xRurl",,-122.41334850000001,37.79166582," at  Grace Cathedral in San Francisco, CA","[San Francisco, CA]",[],[],[]
1574,ronnie banks is with matthew espinosa wuuu,d49a48f3c233112c,-121.718538,37.969276,ronnie banks is with matthew espinosa wuuu,[],[],[],[]
1575,@Russia The strong-man is weak. So are the oligarchs. All they have are your rubles. Long live Livadia.,"California, USA",-122.2600933,37.86795419,at Russia The strong-man is weak. So are the oligarchs. All they have are your rubles. Long live Livadia.,[Russia],[],[Livadia],[]
1576,"Breakfast.  Because Im feeling hungry.  And fat. (@ Jack in the Box - @jackbox in San Jose, CA) https://t.co/FAfeFHe68D",,-121.9192176,37.32300867,"Breakfast.  Because Im feeling hungry.  And fat. at  Jack in the Box - at jackbox in San Jose, CA","[San Jose, CA]",[jackbox],[],[]
1577,"My 18th birthday is on Easter. Move over Easter bunny(or Jesus for Christians), I only turn 18 once.",7d62cffe6f98f349,-121.954237,37.297662,"My 18th birthday is on Easter. Move over Easter bunnyor Jesus for Christians, I only turn 18 once.",[],[],[],[]
1578,“Vulnerable” is a pathetic excuse for sleeping around,,-122.068251,37.682323,Vulnerable is a pathetic excuse for sleeping around,[],[],[],[]
1579,"USGS reports a M0.56 #earthquake 7km W of Cobb, CA on 2/14/18 @ 9:24:29 UTC https://t.co/oS9eW3AnXx #quake",,-122.80766299999999,38.8306656,"USGS reports a M0.56 earthquake 7km W of Cobb, CA on 21418 at  9:24:29 UTC quake","[Cobb, CA]",[],[USGS],[]
1580,"""It's about the Apps, stupid.""  Cloud-ready SDN has to cover the breadth of network functions. @PLUMgrid @piston #OpenStack",4b58830723ec6371,-121.98751399999999,37.378818,"Its about the Apps, stupid.  Cloud-ready SDN has to cover the breadth of network functions. at PLUMgrid at piston OpenStack",[],[],[],[]
1581,DJ Mustard has the best beats 🔥👌,50df1c2f85d2654d,-122.00044,38.35954,DJ Mustard has the best beats ,[],[],[],[]
1582," @gusso lol. What the fuck, twice‽ I think it's time to get these HTML standards under co tell. No more right click hijacking for web sites.", San Francisco; CA,-122.398458,37.784627," at gusso lol. What the fuck, twice I think its time to get these HTML standards under co tell. No more right click hijacking for web sites.",[],[],[],[]
1583,@Tricky_Roma lets go rams!!!!!,a35b62af9d82aa08,-122.065513,37.895423,at TrickyRoma lets go rams!!!!!,[],[],[],[]
1584,I'm waiting for @FirstTeamDJ to @ her.,50df1c2f85d2654d,-121.99425,38.365078000000004,Im waiting for at FirstTeamDJ to at  her.,[],[],[],[]
1585,Ew I really don't like putting my hair in a ponytail anymore,6a71821001635bbd,-122.465373,37.684744,Ew I really dont like putting my hair in a ponytail anymore,[],[],[],[]
1586,I remember when the news broke out about Osama Bin Laden got killed. I was in Disneyland at the ESPN Zone.,7d62cffe6f98f349,-121.83374599999999,37.3551,I remember when the news broke out about Osama Bin Laden got killed. I was in Disneyland at the ESPN Zone.,[],"[Disneyland, the ESPN Zone]",[],[]
1587,"USGS reports a M1.32 #earthquake 5km W of Cobb, CA on 2/20/18 @ 10:21:54 UTC https://t.co/v8m2hA7nCZ #quake",,-122.7774963,38.8181648,"USGS reports a M1.32 earthquake 5km W of Cobb, CA on 22018 at  10:21:54 UTC quake","[Cobb, CA]",[],[USGS],[]
1588,@_christinelinh_ hanging out with shirtless guys I see you,7d62cffe6f98f349,-121.866895,37.378935999999996,at christinelinh hanging out with shirtless guys I see you,[],[],[],[]
1589," Blue Apron Recipe - Blackened Chicken with Zucchini Rice, Corn &amp; Cherry Tomatoes I've never been… https://t.co/XPQtXn21Ct", San Francisco; CA,-122.41799999999999,37.775," Blue Apron Recipe - Blackened Chicken with Zucchini Rice, Corn amp; Cherry Tomatoes Ive never been",[],[],[],[]
1590,"It's weird to miss something you never expected to want in the first place. Oh life, you always keep me on my toes.",9cee92fec370baf9,-122.35088400000001,37.581818,"Its weird to miss something you never expected to want in the first place. Oh life, you always keep me on my toes.",[],[],[],[]
1591,Its February 13th—did someone say chocolate? In addition to the custom made chocolate you get… https://t.co/nu4cXtJWpi,,-122.5311111,38.36444444,Its February 13thdid someone say chocolate? In addition to the custom made chocolate you get,[],[],[],[]
1592, Late night harvest texts from Peter: Cabernet block 7a.  we’ll pick this area tomorrow morning.… https://t.co/8D273f2wPK, Calistoga; CA,-122.58277779999999,38.58138889, Late night harvest texts from Peter: Cabernet block 7a.  well pick this area tomorrow morning.,[],[],[],[]
1593,I wanna go back to school :(,5a9de3ff3fdd849d,-122.70281000000001,38.444340999999994,I wanna go back to school :,[],[],[],[]
1594,Work plz be over😩,584ab534aac35dbe,-122.483106,37.501478000000006,Work plz be over,[],[],[],[]
1595,Life is 10% what happens to you and 90% how you handle it.,7d62cffe6f98f349,-121.94089199999999,37.413329,Life is 10 what happens to you and 90 how you handle it.,[],[],[],[]
1596," Ooh, Datura/Bella Donna... @ Duboce Park https://t.co/pUHEpYdJby", San Francisco; CA,-122.43294979999999,37.76949419," Ooh, DaturaBella Donna... at  Duboce Park",[],[Duboce Park],[],[]
1597, #USA #ca #sanfrancisco #autumn #afternoon #spg #westin #suite #livingroom @ Park Central Hotel… https://t.co/TfJfT6TIzh, San Francisco; CA,-122.4031,37.78652, USA ca sanfrancisco autumn afternoon spg westin suite livingroom at  Park Central Hotel,[],[],[],[]
1598,Thank you to our Client and Pam Zensen of PMZ Real Estate for choosing Baker Inspection Group… https://t.co/drFqvEK0Ae,,-120.995,37.6615,Thank you to our Client and Pam Zensen of PMZ Real Estate for choosing Baker Inspection Group,[],[],"[PMZ Real Estate, Baker Inspection Group]",[]
1599,Drinking a Winter Warmer by @faultlinebrew at @hermitagebrews — https://t.co/CGqfZaZSWt,,-121.868,37.3133,Drinking a Winter Warmer by at faultlinebrew at at hermitagebrews ,[],[],[],[]
1600,@NBAHistory @NBA @RajonRondo @NBASummerLeague is that @BillSimmons to the right?,5b82cece3a4cff56,-121.92123400000001,37.725376000000004,at NBAHistory at NBA at RajonRondo at NBASummerLeague is that at BillSimmons to the right?,[],[],[],[]
1601,"""Dozens of Encampments, drug addicts, drug use, mental cases, prostitutes, all the way throughout Polk st, from McAllister to Bush st! On either side of the way, between van ness and Polk and/or Polk and Larkin! Please close these stu..."" (Tenderloin, D6) https://t.co/4QeCZpO7MF","Tenderloin, San Francisco",-122.41737579999999,37.7825779,"Dozens of Encampments, drug addicts, drug use, mental cases, prostitutes, all the way throughout Polk st, from McAllister to Bush st! On either side of the way, between van ness and Polk andor Polk and Larkin! Please close these stu... Tenderloin, D6","[Tenderloin, D6]","[Polk st, Bush st]",[],[Polk]
1602,"If you know me, have heard me speak, or have asked me for advice at any point - you’ll know what… https://t.co/poRZvxCp7i",,-121.764,37.6855,"If you know me, have heard me speak, or have asked me for advice at any point - youll know what",[],[],[],[]
1603, None https://t.co/rkmYSterKv, San Francisco; CA,-122.42741000000001,37.79495, None,[],[],[],[]
1604,Morning light in Napa County. #napa #morninglight #fog #B&W #canon1Dx #canonlendes #lexarmemory… https://t.co/TzQSeWlcxi,,-122.4494568,38.150880900000004,Morning light in Napa County. napa morninglight fog BW canon1Dx canonlendes lexarmemory,[Napa County],[],[],[]
1605,"salami ❤️
.
.
#napavalley #vineyard #grapes #wine #foodandwine #gastronomicspirit #gastronomy… https://t.co/4857HSMkCy",,-122.4487278,38.48881897,salami ..napavalley vineyard grapes wine foodandwine gastronomicspirit gastronomy,[],[],[],[]
1606,@that_chewy_bean we weren't even arguing lol,50df1c2f85d2654d,-121.941101,38.350218,at thatchewybean we werent even arguing lol,[],[],[],[]
1607,“@LuciferOfDowney: @Lizzaaay_dgaf ball is life”why tf are you awake RN,e41805d7248dbf1e,-121.033929,37.6521,at LuciferOfDowney: at Lizzaaaydgaf ball is lifewhy tf are you awake RN,[],[],[],[]
1608,Up for sale on #topperjewelers pre-owned select is a #Nomos #Glashütte Lambda Weißgold With… https://t.co/36ms3HIRKC,,-122.3473,37.57809,Up for sale on topperjewelers pre-owned select is a Nomos Glashütte Lambda Weißgold With,[],[],[],[]
1609, Sep 29 UV index forecast for San Francisco is 6 (high), San Francisco; CA,-122.41963999999999,37.777120000000004, Sep 29 UV index forecast for San Francisco is 6 high,[San Francisco],[],[],[]
1610,5th / 6th Grade - Boys - Pool A - GBA Select def. HUI Hawaii Heat 5th 41-20 #HelpBeatCancer @exposurebball,"Union City, CA",-122.00985,37.590371999999995,5th  6th Grade - Boys - Pool A - GBA Select def. HUI Hawaii Heat 5th 41-20 HelpBeatCancer at exposurebball,[],[],[HUI Hawaii Heat],[]
1612," Got a trip to Vegas coming up? Always more fun with your personalized gear! #Vegaspartytime,… https://t.co/eGBQc0BTdb", Petaluma; CA,-122.62651799999999,38.237949," Got a trip to Vegas coming up? Always more fun with your personalized gear! Vegaspartytime,",[Vegas],[],[],[]
1613,WERE BACK! supstreetfood slaggin TONIGHT for your mouth and your ass! With musical selection… https://t.co/5ucEgVAmZj,,-122.272507,37.812812,WERE BACK! supstreetfood slaggin TONIGHT for your mouth and your ass! With musical selection,[],[],[],[]
1614,"""Requesting sidewalk cleaning for 346 Leavenworth Street side for the whole block form Eddy to Ellis."" (Tenderloin, D6) https://t.co/QQfiAYvheY","Tenderloin, San Francisco",-122.4140903,37.7843657,"Requesting sidewalk cleaning for 346 Leavenworth Street side for the whole block form Eddy to Ellis. Tenderloin, D6","[Tenderloin, D6]",[Leavenworth Street],[],[]
1615,"Im at Gentle Cuts in San Francisco, CA https://t.co/wylUT1IKpe",,-122.4803777,37.74289943,"Im at Gentle Cuts in San Francisco, CA","[San Francisco, CA]",[],[Gentle Cuts],[]
1616,"""I pray for you...     You pray for me...""",5a110d312052166f,-122.43494199999999,37.78586,I pray for you...     You pray for me...,[],[],[],[]
1617,Don't know how I'm feelin http://t.co/6yAzzD3769,3c9e627dd6b55d9e,-122.01818300000001,36.96413,Dont know how Im feelin,[],[],[],[]
1618,@DeonIsNike9 😂😂😂hold that shxt down for yo boi,a35b62af9d82aa08,-122.058764,37.891417,at DeonIsNike9 hold that shxt down for yo boi,[],[],[],[]
1619,"I'm at @LeMaraisBakery in San Francisco, CA w/ @ilknurctnky https://t.co/VmIPLOjkkU","San Francisco, CA",-122.43771940000002,37.80069234,"Im at at LeMaraisBakery in San Francisco, CA w at ilknurctnky","[San Francisco, CA]",[],[],[]
1620,Do you ever wane up with a million things on your mind.,b9d2dd70dd01d539,-121.96285900000001,36.9782,Do you ever wane up with a million things on your mind.,[],[],[],[]
1621,Well. My jeans just tore right under my ass. And I'm at work until 12. So that's my morning.,7d62cffe6f98f349,-121.94913400000002,37.320727000000005,Well. My jeans just tore right under my ass. And Im at work until 12. So thats my morning.,[],[],[],[]
1622, Police activity in #Oakland on 35th Ave between International Blvd and E 12th St #BayArea #Traffic https://t.co/pmlOhZdgyh, Oakland; CA,-122.2227,37.7761, Police activity in Oakland on 35th Ave between International Blvd and E 12th St BayArea Traffic,[Oakland],"[International Blvd, E 12th St]",[],[35th Ave]
1623,@Felicityyy___ I'm going too! I've been dying for a pair!,432daa3153c5fef9,-122.313266,37.560766,at Felicityyy Im going too! Ive been dying for a pair!,[],[],[],[]
1624,this has been my whole day. http://t.co/YiVTLKfyO3,fbd6d2f5a4e4a15e,-120.95321899999999,37.718837,this has been my whole day.,[],[],[],[]
1626,"Anikis Hamachi 😋 Come join us for dinner, Open 5 pm  to 9:30 pm. #anikis #anikissushi… https://t.co/AzO08EVyHp",,-121.98626999999999,37.549609999999994,"Anikis Hamachi  Come join us for dinner, Open 5 pm  to 9:30 pm. anikis anikissushi",[],[],[],[]
1627,"ransom them from the oppression of mortals, that they may keep the requirement of the source. #hoshiyana 
 @ Sunol Regional Wilderness https://t.co/OM1M2UlCGW","California, USA",-121.81586000000001,37.50573,"ransom them from the oppression of mortals, that they may keep the requirement of the source. hoshiyana at  Sunol Regional Wilderness",[],[],[],[Sunol Regional Wilderness]
